#                \hbar \omega(Ry)     Re(chi) (e^2*a_0^2/Ry) Im(chi) (e^2*a_0^2/Ry)
     chi_1_1=  0.000000000000000E+00  0.437928346562743E+02  0.000000000000000E+00
     chi_1_1=  0.100000000000000E-03  0.437928355131542E+02  0.685646186882360E-04
     chi_1_1=  0.200000000000000E-03  0.437928380837940E+02  0.137129264052482E-03
     chi_1_1=  0.300000000000000E-03  0.437928423681950E+02  0.205693962768778E-03
     chi_1_1=  0.400000000000000E-03  0.437928483663586E+02  0.274258741513227E-03
     chi_1_1=  0.500000000000000E-03  0.437928560782871E+02  0.342823626962024E-03
     chi_1_1=  0.600000000000000E-03  0.437928655039837E+02  0.411388645791486E-03
     chi_1_1=  0.700000000000000E-03  0.437928766434520E+02  0.479953824678085E-03
     chi_1_1=  0.800000000000000E-03  0.437928894966963E+02  0.548519190298477E-03
     chi_1_1=  0.900000000000000E-03  0.437929040637216E+02  0.617084769329535E-03
     chi_1_1=  0.100000000000000E-02  0.437929203445337E+02  0.685650588448380E-03
     chi_1_1=  0.110000000000000E-02  0.437929383391387E+02  0.754216674332403E-03
     chi_1_1=  0.120000000000000E-02  0.437929580475437E+02  0.822783053659310E-03
     chi_1_1=  0.130000000000000E-02  0.437929794697565E+02  0.891349753107144E-03
     chi_1_1=  0.140000000000000E-02  0.437930026057852E+02  0.959916799354316E-03
     chi_1_1=  0.150000000000000E-02  0.437930274556387E+02  0.102848421907964E-02
     chi_1_1=  0.160000000000000E-02  0.437930540193271E+02  0.109705203896236E-02
     chi_1_1=  0.170000000000000E-02  0.437930822968606E+02  0.116562028568218E-02
     chi_1_1=  0.180000000000000E-02  0.437931122882500E+02  0.123418898591930E-02
     chi_1_1=  0.190000000000000E-02  0.437931439935071E+02  0.130275816635445E-02
     chi_1_1=  0.200000000000000E-02  0.437931774126441E+02  0.137132785366889E-02
     chi_1_1=  0.210000000000000E-02  0.437932125456742E+02  0.143989807454449E-02
     chi_1_1=  0.220000000000000E-02  0.437932493926108E+02  0.150846885566373E-02
     chi_1_1=  0.230000000000000E-02  0.437932879534685E+02  0.157704022370974E-02
     chi_1_1=  0.240000000000000E-02  0.437933282282621E+02  0.164561220536631E-02
     chi_1_1=  0.250000000000000E-02  0.437933702170074E+02  0.171418482731795E-02
     chi_1_1=  0.260000000000000E-02  0.437934139197208E+02  0.178275811624993E-02
     chi_1_1=  0.270000000000000E-02  0.437934593364191E+02  0.185133209884826E-02
     chi_1_1=  0.280000000000000E-02  0.437935064671200E+02  0.191990680179974E-02
     chi_1_1=  0.290000000000000E-02  0.437935553118418E+02  0.198848225179206E-02
     chi_1_1=  0.300000000000000E-02  0.437936058706036E+02  0.205705847551372E-02
     chi_1_1=  0.310000000000000E-02  0.437936581434249E+02  0.212563549965411E-02
     chi_1_1=  0.320000000000000E-02  0.437937121303264E+02  0.219421335090360E-02
     chi_1_1=  0.330000000000000E-02  0.437937678313289E+02  0.226279205595345E-02
     chi_1_1=  0.340000000000000E-02  0.437938252464540E+02  0.233137164149595E-02
     chi_1_1=  0.350000000000000E-02  0.437938843757240E+02  0.239995213422439E-02
     chi_1_1=  0.360000000000000E-02  0.437939452191620E+02  0.246853356083310E-02
     chi_1_1=  0.370000000000000E-02  0.437940077767915E+02  0.253711594801750E-02
     chi_1_1=  0.380000000000000E-02  0.437940720486371E+02  0.260569932247413E-02
     chi_1_1=  0.390000000000000E-02  0.437941380347236E+02  0.267428371090064E-02
     chi_1_1=  0.400000000000000E-02  0.437942057350767E+02  0.274286913999587E-02
     chi_1_1=  0.410000000000000E-02  0.437942751497228E+02  0.281145563645986E-02
     chi_1_1=  0.420000000000000E-02  0.437943462786889E+02  0.288004322699390E-02
     chi_1_1=  0.430000000000000E-02  0.437944191220026E+02  0.294863193830051E-02
     chi_1_1=  0.440000000000000E-02  0.437944936796922E+02  0.301722179708351E-02
     chi_1_1=  0.450000000000000E-02  0.437945699517868E+02  0.308581283004807E-02
     chi_1_1=  0.460000000000000E-02  0.437946479383161E+02  0.315440506390070E-02
     chi_1_1=  0.470000000000000E-02  0.437947276393103E+02  0.322299852534930E-02
     chi_1_1=  0.480000000000000E-02  0.437948090548004E+02  0.329159324110318E-02
     chi_1_1=  0.490000000000000E-02  0.437948921848183E+02  0.336018923787310E-02
     chi_1_1=  0.500000000000000E-02  0.437949770293962E+02  0.342878654237134E-02
     chi_1_1=  0.510000000000000E-02  0.437950635885671E+02  0.349738518131162E-02
     chi_1_1=  0.520000000000000E-02  0.437951518623646E+02  0.356598518140923E-02
     chi_1_1=  0.530000000000000E-02  0.437952418508232E+02  0.363458656938107E-02
     chi_1_1=  0.540000000000000E-02  0.437953335539778E+02  0.370318937194559E-02
     chi_1_1=  0.550000000000000E-02  0.437954269718641E+02  0.377179361582290E-02
     chi_1_1=  0.560000000000000E-02  0.437955221045184E+02  0.384039932773478E-02
     chi_1_1=  0.570000000000000E-02  0.437956189519779E+02  0.390900653440469E-02
     chi_1_1=  0.580000000000000E-02  0.437957175142800E+02  0.397761526255780E-02
     chi_1_1=  0.590000000000000E-02  0.437958177914632E+02  0.404622553892113E-02
     chi_1_1=  0.600000000000000E-02  0.437959197835664E+02  0.411483739022334E-02
     chi_1_1=  0.610000000000000E-02  0.437960234906296E+02  0.418345084319504E-02
     chi_1_1=  0.620000000000000E-02  0.437961289126927E+02  0.425206592456862E-02
     chi_1_1=  0.630000000000000E-02  0.437962360497972E+02  0.432068266107838E-02
     chi_1_1=  0.640000000000000E-02  0.437963449019843E+02  0.438930107946051E-02
     chi_1_1=  0.650000000000000E-02  0.437964554692968E+02  0.445792120645318E-02
     chi_1_1=  0.660000000000000E-02  0.437965677517775E+02  0.452654306879649E-02
     chi_1_1=  0.670000000000000E-02  0.437966817494700E+02  0.459516669323257E-02
     chi_1_1=  0.680000000000000E-02  0.437967974624187E+02  0.466379210650558E-02
     chi_1_1=  0.690000000000001E-02  0.437969148906689E+02  0.473241933536177E-02
     chi_1_1=  0.700000000000001E-02  0.437970340342659E+02  0.480104840654943E-02
     chi_1_1=  0.710000000000001E-02  0.437971548932564E+02  0.486967934681903E-02
     chi_1_1=  0.720000000000001E-02  0.437972774676874E+02  0.493831218292323E-02
     chi_1_1=  0.730000000000001E-02  0.437974017576063E+02  0.500694694161676E-02
     chi_1_1=  0.740000000000001E-02  0.437975277630615E+02  0.507558364965670E-02
     chi_1_1=  0.750000000000001E-02  0.437976554841024E+02  0.514422233380232E-02
     chi_1_1=  0.760000000000001E-02  0.437977849207785E+02  0.521286302081518E-02
     chi_1_1=  0.770000000000001E-02  0.437979160731403E+02  0.528150573745916E-02
     chi_1_1=  0.780000000000001E-02  0.437980489412386E+02  0.535015051050049E-02
     chi_1_1=  0.790000000000001E-02  0.437981835251253E+02  0.541879736670778E-02
     chi_1_1=  0.800000000000001E-02  0.437983198248526E+02  0.548744633285201E-02
     chi_1_1=  0.810000000000001E-02  0.437984578404737E+02  0.555609743570668E-02
     chi_1_1=  0.820000000000001E-02  0.437985975720424E+02  0.562475070204765E-02
     chi_1_1=  0.830000000000001E-02  0.437987390196127E+02  0.569340615865337E-02
     chi_1_1=  0.840000000000000E-02  0.437988821832402E+02  0.576206383230483E-02
     chi_1_1=  0.850000000000000E-02  0.437990270629803E+02  0.583072374978546E-02
     chi_1_1=  0.860000000000000E-02  0.437991736588893E+02  0.589938593788145E-02
     chi_1_1=  0.870000000000000E-02  0.437993219710246E+02  0.596805042338145E-02
     chi_1_1=  0.880000000000000E-02  0.437994719994437E+02  0.603671723307692E-02
     chi_1_1=  0.890000000000000E-02  0.437996237442050E+02  0.610538639376189E-02
     chi_1_1=  0.900000000000000E-02  0.437997772053678E+02  0.617405793223322E-02
     chi_1_1=  0.910000000000000E-02  0.437999323829915E+02  0.624273187529042E-02
     chi_1_1=  0.920000000000000E-02  0.438000892771367E+02  0.631140824973577E-02
     chi_1_1=  0.930000000000000E-02  0.438002478878646E+02  0.638008708237446E-02
     chi_1_1=  0.940000000000000E-02  0.438004082152368E+02  0.644876840001447E-02
     chi_1_1=  0.950000000000000E-02  0.438005702593155E+02  0.651745222946659E-02
     chi_1_1=  0.960000000000000E-02  0.438007340201642E+02  0.658613859754468E-02
     chi_1_1=  0.970000000000000E-02  0.438008994978466E+02  0.665482753106533E-02
     chi_1_1=  0.980000000000000E-02  0.438010666924268E+02  0.672351905684826E-02
     chi_1_1=  0.990000000000000E-02  0.438012356039704E+02  0.679221320171612E-02
     chi_1_1=  0.100000000000000E-01  0.438014062325426E+02  0.686090999249459E-02
     chi_1_1=  0.101000000000000E-01  0.438015785782104E+02  0.692960945601241E-02
     chi_1_1=  0.102000000000000E-01  0.438017526410405E+02  0.699831161910144E-02
     chi_1_1=  0.103000000000000E-01  0.438019284211010E+02  0.706701650859665E-02
     chi_1_1=  0.104000000000000E-01  0.438021059184600E+02  0.713572415133606E-02
     chi_1_1=  0.105000000000000E-01  0.438022851331869E+02  0.720443457416112E-02
     chi_1_1=  0.106000000000000E-01  0.438024660653514E+02  0.727314780391625E-02
     chi_1_1=  0.107000000000000E-01  0.438026487150240E+02  0.734186386744923E-02
     chi_1_1=  0.108000000000000E-01  0.438028330822756E+02  0.741058279161112E-02
     chi_1_1=  0.109000000000000E-01  0.438030191671786E+02  0.747930460325628E-02
     chi_1_1=  0.110000000000000E-01  0.438032069698049E+02  0.754802932924236E-02
     chi_1_1=  0.111000000000000E-01  0.438033964902278E+02  0.761675699643044E-02
     chi_1_1=  0.112000000000000E-01  0.438035877285212E+02  0.768548763168507E-02
     chi_1_1=  0.113000000000000E-01  0.438037806847595E+02  0.775422126187401E-02
     chi_1_1=  0.114000000000000E-01  0.438039753590178E+02  0.782295791386872E-02
     chi_1_1=  0.115000000000000E-01  0.438041717513725E+02  0.789169761454405E-02
     chi_1_1=  0.116000000000000E-01  0.438043698618993E+02  0.796044039077845E-02
     chi_1_1=  0.117000000000000E-01  0.438045696906759E+02  0.802918626945380E-02
     chi_1_1=  0.118000000000000E-01  0.438047712377799E+02  0.809793527745565E-02
     chi_1_1=  0.119000000000000E-01  0.438049745032899E+02  0.816668744167317E-02
     chi_1_1=  0.120000000000000E-01  0.438051794872851E+02  0.823544278899923E-02
     chi_1_1=  0.121000000000000E-01  0.438053861898453E+02  0.830420134633028E-02
     chi_1_1=  0.122000000000000E-01  0.438055946110513E+02  0.837296314056660E-02
     chi_1_1=  0.123000000000000E-01  0.438058047509840E+02  0.844172819861210E-02
     chi_1_1=  0.124000000000000E-01  0.438060166097253E+02  0.851049654737448E-02
     chi_1_1=  0.125000000000000E-01  0.438062301873578E+02  0.857926821376548E-02
     chi_1_1=  0.126000000000000E-01  0.438064454839650E+02  0.864804322470033E-02
     chi_1_1=  0.127000000000000E-01  0.438066624996304E+02  0.871682160709834E-02
     chi_1_1=  0.128000000000000E-01  0.438068812344388E+02  0.878560338788276E-02
     chi_1_1=  0.129000000000000E-01  0.438071016884753E+02  0.885438859398062E-02
     chi_1_1=  0.130000000000000E-01  0.438073238618260E+02  0.892317725232306E-02
     chi_1_1=  0.131000000000000E-01  0.438075477545774E+02  0.899196938984508E-02
     chi_1_1=  0.132000000000000E-01  0.438077733668167E+02  0.906076503348584E-02
     chi_1_1=  0.133000000000000E-01  0.438080006986319E+02  0.912956421018851E-02
     chi_1_1=  0.134000000000000E-01  0.438082297501116E+02  0.919836694690029E-02
     chi_1_1=  0.135000000000000E-01  0.438084605213450E+02  0.926717327057260E-02
     chi_1_1=  0.136000000000000E-01  0.438086930124222E+02  0.933598320816102E-02
     chi_1_1=  0.137000000000000E-01  0.438089272234337E+02  0.940479678662525E-02
     chi_1_1=  0.138000000000000E-01  0.438091631544709E+02  0.947361403292917E-02
     chi_1_1=  0.139000000000000E-01  0.438094008056258E+02  0.954243497404105E-02
     chi_1_1=  0.140000000000000E-01  0.438096401769908E+02  0.961125963693335E-02
     chi_1_1=  0.141000000000000E-01  0.438098812686596E+02  0.968008804858279E-02
     chi_1_1=  0.142000000000000E-01  0.438101240807259E+02  0.974892023597059E-02
     chi_1_1=  0.143000000000000E-01  0.438103686132845E+02  0.981775622608218E-02
     chi_1_1=  0.144000000000000E-01  0.438106148664309E+02  0.988659604590752E-02
     chi_1_1=  0.145000000000000E-01  0.438108628402608E+02  0.995543972244095E-02
     chi_1_1=  0.146000000000000E-01  0.438111125348710E+02  0.100242872826813E-01
     chi_1_1=  0.147000000000000E-01  0.438113639503589E+02  0.100931387536318E-01
     chi_1_1=  0.148000000000000E-01  0.438116170868227E+02  0.101619941623005E-01
     chi_1_1=  0.149000000000000E-01  0.438118719443609E+02  0.102308535356996E-01
     chi_1_1=  0.150000000000000E-01  0.438121285230729E+02  0.102997169008462E-01
     chi_1_1=  0.151000000000000E-01  0.438123868230590E+02  0.103685842847621E-01
     chi_1_1=  0.152000000000000E-01  0.438126468444196E+02  0.104374557144733E-01
     chi_1_1=  0.153000000000000E-01  0.438129085872564E+02  0.105063312170110E-01
     chi_1_1=  0.154000000000000E-01  0.438131720516715E+02  0.105752108194109E-01
     chi_1_1=  0.155000000000000E-01  0.438134372377675E+02  0.106440945487134E-01
     chi_1_1=  0.156000000000000E-01  0.438137041456478E+02  0.107129824319638E-01
     chi_1_1=  0.157000000000000E-01  0.438139727754169E+02  0.107818744962122E-01
     chi_1_1=  0.158000000000000E-01  0.438142431271791E+02  0.108507707685135E-01
     chi_1_1=  0.159000000000000E-01  0.438145152010401E+02  0.109196712759274E-01
     chi_1_1=  0.160000000000000E-01  0.438147889971063E+02  0.109885760455188E-01
     chi_1_1=  0.161000000000000E-01  0.438150645154840E+02  0.110574851043572E-01
     chi_1_1=  0.162000000000000E-01  0.438153417562813E+02  0.111263984795173E-01
     chi_1_1=  0.163000000000000E-01  0.438156207196060E+02  0.111953161980788E-01
     chi_1_1=  0.164000000000000E-01  0.438159014055668E+02  0.112642382871262E-01
     chi_1_1=  0.165000000000000E-01  0.438161838142737E+02  0.113331647737495E-01
     chi_1_1=  0.166000000000000E-01  0.438164679458366E+02  0.114020956850435E-01
     chi_1_1=  0.167000000000000E-01  0.438167538003665E+02  0.114710310481080E-01
     chi_1_1=  0.168000000000000E-01  0.438170413779748E+02  0.115399708900483E-01
     chi_1_1=  0.169000000000000E-01  0.438173306787739E+02  0.116089152379747E-01
     chi_1_1=  0.170000000000000E-01  0.438176217028768E+02  0.116778641190029E-01
     chi_1_1=  0.171000000000000E-01  0.438179144503969E+02  0.117468175602536E-01
     chi_1_1=  0.172000000000000E-01  0.438182089214485E+02  0.118157755888530E-01
     chi_1_1=  0.173000000000000E-01  0.438185051161467E+02  0.118847382319326E-01
     chi_1_1=  0.174000000000000E-01  0.438188030346071E+02  0.119537055166291E-01
     chi_1_1=  0.174999999999999E-01  0.438191026769458E+02  0.120226774700849E-01
     chi_1_1=  0.175999999999999E-01  0.438194040432800E+02  0.120916541194475E-01
     chi_1_1=  0.176999999999999E-01  0.438197071337272E+02  0.121606354918700E-01
     chi_1_1=  0.177999999999999E-01  0.438200119484059E+02  0.122296216145110E-01
     chi_1_1=  0.178999999999999E-01  0.438203184874350E+02  0.122986125145345E-01
