#       Energy(Ry)            Total                 X                  Y                   Z
      0.31000000E-01      0.20734902E-02      0.10245978E-02      0.10251492E-02      0.23743219E-04
      0.32000000E-01      0.21528466E-02      0.10638337E-02      0.10644027E-02      0.24610249E-04
      0.33000000E-01      0.22330960E-02      0.11035125E-02      0.11040993E-02      0.25484260E-04
      0.34000000E-01      0.23142501E-02      0.11436401E-02      0.11442447E-02      0.26365320E-04
      0.35000000E-01      0.23963208E-02      0.11842225E-02      0.11848448E-02      0.27253495E-04
      0.36000000E-01      0.24793201E-02      0.12252656E-02      0.12259057E-02      0.28148853E-04
      0.37000000E-01      0.25632604E-02      0.12667756E-02      0.12674333E-02      0.29051462E-04
      0.38000000E-01      0.26481541E-02      0.13087586E-02      0.13094341E-02      0.29961391E-04
      0.39000000E-01      0.27340139E-02      0.13512210E-02      0.13519142E-02      0.30878711E-04
      0.40000000E-01      0.28208527E-02      0.13941692E-02      0.13948800E-02      0.31803492E-04
      0.41000000E-01      0.29086835E-02      0.14376096E-02      0.14383381E-02      0.32735806E-04
      0.42000000E-01      0.29975197E-02      0.14815490E-02      0.14822950E-02      0.33675726E-04
      0.43000000E-01      0.30873747E-02      0.15259939E-02      0.15267576E-02      0.34623324E-04
      0.44000000E-01      0.31782624E-02      0.15709512E-02      0.15717325E-02      0.35578676E-04
      0.45000000E-01      0.32701966E-02      0.16164279E-02      0.16172268E-02      0.36541856E-04
      0.46000000E-01      0.33631915E-02      0.16624311E-02      0.16632475E-02      0.37512940E-04
      0.47000000E-01      0.34572615E-02      0.17089678E-02      0.17098017E-02      0.38492006E-04
      0.48000000E-01      0.35524213E-02      0.17560454E-02      0.17568968E-02      0.39479130E-04
      0.49000000E-01      0.36486858E-02      0.18036712E-02      0.18045401E-02      0.40474393E-04
      0.50000000E-01      0.37460700E-02      0.18518529E-02      0.18527393E-02      0.41477873E-04
      0.51000000E-01      0.38445894E-02      0.19005980E-02      0.19015018E-02      0.42489650E-04
      0.52000000E-01      0.39442596E-02      0.19499143E-02      0.19508355E-02      0.43509808E-04
      0.53000000E-01      0.40450965E-02      0.19998098E-02      0.20007483E-02      0.44538428E-04
      0.54000000E-01      0.41471162E-02      0.20502924E-02      0.20512483E-02      0.45575594E-04
      0.55000000E-01      0.42503352E-02      0.21013703E-02      0.21023435E-02      0.46621391E-04
      0.56000000E-01      0.43547702E-02      0.21530519E-02      0.21540424E-02      0.47675903E-04
      0.57000000E-01      0.44604381E-02      0.22053456E-02      0.22063533E-02      0.48739219E-04
      0.58000000E-01      0.45673563E-02      0.22582600E-02      0.22592849E-02      0.49811425E-04
      0.59000000E-01      0.46755422E-02      0.23118038E-02      0.23128459E-02      0.50892611E-04
      0.60000000E-01      0.47850138E-02      0.23659859E-02      0.23670451E-02      0.51982866E-04
      0.61000000E-01      0.48957892E-02      0.24208153E-02      0.24218916E-02      0.53082281E-04
      0.62000000E-01      0.50078869E-02      0.24763013E-02      0.24773947E-02      0.54190949E-04
      0.63000000E-01      0.51213256E-02      0.25324532E-02      0.25335635E-02      0.55308962E-04
      0.64000000E-01      0.52361246E-02      0.25892804E-02      0.25904078E-02      0.56436416E-04
      0.65000000E-01      0.53523031E-02      0.26467927E-02      0.26479370E-02      0.57573405E-04
      0.66000000E-01      0.54698811E-02      0.27050000E-02      0.27061611E-02      0.58720027E-04
      0.67000000E-01      0.55888785E-02      0.27639121E-02      0.27650901E-02      0.59876379E-04
      0.68000000E-01      0.57093160E-02      0.28235394E-02      0.28247341E-02      0.61042560E-04
      0.69000000E-01      0.58312143E-02      0.28838921E-02      0.28851036E-02      0.62218672E-04
      0.70000000E-01      0.59545945E-02      0.29449808E-02      0.29462090E-02      0.63404815E-04
      0.71000000E-01      0.60794784E-02      0.30068163E-02      0.30080610E-02      0.64601094E-04
      0.72000000E-01      0.62058877E-02      0.30694094E-02      0.30706707E-02      0.65807611E-04
      0.73000000E-01      0.63338449E-02      0.31327713E-02      0.31340492E-02      0.67024472E-04
      0.74000000E-01      0.64633726E-02      0.31969133E-02      0.31982076E-02      0.68251785E-04
      0.75000000E-01      0.65944940E-02      0.32618468E-02      0.32631575E-02      0.69489658E-04
      0.76000000E-01      0.67272326E-02      0.33275837E-02      0.33289108E-02      0.70738201E-04
      0.77000000E-01      0.68616124E-02      0.33941358E-02      0.33954791E-02      0.71997524E-04
      0.78000000E-01      0.69976578E-02      0.34615153E-02      0.34628748E-02      0.73267740E-04
      0.79000000E-01      0.71353936E-02      0.35297345E-02      0.35311102E-02      0.74548963E-04
      0.80000000E-01      0.72748451E-02      0.35988060E-02      0.36001978E-02      0.75841308E-04
      0.81000000E-01      0.74160380E-02      0.36687427E-02      0.36701504E-02      0.77144893E-04
      0.82000000E-01      0.75589985E-02      0.37395575E-02      0.37409812E-02      0.78459835E-04
      0.83000000E-01      0.77037533E-02      0.38112638E-02      0.38127033E-02      0.79786255E-04
      0.84000000E-01      0.78503297E-02      0.38838751E-02      0.38853304E-02      0.81124274E-04
      0.85000000E-01      0.79987551E-02      0.39574051E-02      0.39588761E-02      0.82474016E-04
      0.86000000E-01      0.81490579E-02      0.40318679E-02      0.40333545E-02      0.83835604E-04
      0.87000000E-01      0.83012667E-02      0.41072777E-02      0.41087799E-02      0.85209166E-04
      0.88000000E-01      0.84554108E-02      0.41836492E-02      0.41851668E-02      0.86594829E-04
      0.89000000E-01      0.86115200E-02      0.42609972E-02      0.42625301E-02      0.87992723E-04
      0.90000000E-01      0.87696245E-02      0.43393367E-02      0.43408849E-02      0.89402979E-04
      0.91000000E-01      0.89297553E-02      0.44186831E-02      0.44202465E-02      0.90825731E-04
      0.92000000E-01      0.90919438E-02      0.44990521E-02      0.45006306E-02      0.92261113E-04
      0.93000000E-01      0.92562222E-02      0.45804598E-02      0.45820532E-02      0.93709263E-04
      0.94000000E-01      0.94226231E-02      0.46629222E-02      0.46645306E-02      0.95170318E-04
      0.95000000E-01      0.95911799E-02      0.47464562E-02      0.47480793E-02      0.96644420E-04
      0.96000000E-01      0.97619264E-02      0.48310784E-02      0.48327163E-02      0.98131709E-04
      0.97000000E-01      0.99348972E-02      0.49168062E-02      0.49184587E-02      0.99632332E-04
      0.98000000E-01      0.10110128E-01      0.50036572E-02      0.50053241E-02      0.10114643E-03
      0.99000000E-01      0.10287654E-01      0.50916492E-02      0.50933305E-02      0.10267416E-03
      0.10000000E+00      0.10467512E-01      0.51808004E-02      0.51824959E-02      0.10421567E-03
      0.10100000E+00      0.10649740E-01      0.52711294E-02      0.52728392E-02      0.10577110E-03
      0.10200000E+00      0.10834375E-01      0.53626553E-02      0.53643791E-02      0.10734062E-03
      0.10300000E+00      0.11021457E-01      0.54553973E-02      0.54571350E-02      0.10892438E-03
      0.10400000E+00      0.11211024E-01      0.55493752E-02      0.55511266E-02      0.11052253E-03
      0.10500000E+00      0.11403118E-01      0.56446090E-02      0.56463741E-02      0.11213525E-03
      0.10600000E+00      0.11597780E-01      0.57411192E-02      0.57428978E-02      0.11376268E-03
      0.10700000E+00      0.11795050E-01      0.58389267E-02      0.58407188E-02      0.11540501E-03
      0.10800000E+00      0.11994973E-01      0.59380529E-02      0.59398582E-02      0.11706239E-03
      0.10900000E+00      0.12197592E-01      0.60385195E-02      0.60403379E-02      0.11873499E-03
      0.11000000E+00      0.12402952E-01      0.61403487E-02      0.61421801E-02      0.12042299E-03
      0.11100000E+00      0.12611097E-01      0.62435630E-02      0.62454073E-02      0.12212656E-03
      0.11200000E+00      0.12822074E-01      0.63481857E-02      0.63500426E-02      0.12384588E-03
      0.11300000E+00      0.13035931E-01      0.64542402E-02      0.64561096E-02      0.12558113E-03
      0.11400000E+00      0.13252715E-01      0.65617505E-02      0.65636324E-02      0.12733249E-03
      0.11500000E+00      0.13472477E-01      0.66707412E-02      0.66726353E-02      0.12910015E-03
      0.11600000E+00      0.13695265E-01      0.67812373E-02      0.67831435E-02      0.13088428E-03
      0.11700000E+00      0.13921132E-01      0.68932644E-02      0.68951825E-02      0.13268509E-03
      0.11800000E+00      0.14150130E-01      0.70068485E-02      0.70087784E-02      0.13450276E-03
      0.11900000E+00      0.14382311E-01      0.71220163E-02      0.71239577E-02      0.13633749E-03
      0.12000000E+00      0.14617732E-01      0.72387948E-02      0.72407477E-02      0.13818948E-03
      0.12100000E+00      0.14856447E-01      0.73572119E-02      0.73591760E-02      0.14005893E-03
      0.12200000E+00      0.15098513E-01      0.74772959E-02      0.74792709E-02      0.14194605E-03
      0.12300000E+00      0.15343988E-01      0.75990756E-02      0.76010615E-02      0.14385103E-03
      0.12400000E+00      0.15592932E-01      0.77225806E-02      0.77245772E-02      0.14577410E-03
      0.12500000E+00      0.15845404E-01      0.78478410E-02      0.78498481E-02      0.14771546E-03
      0.12600000E+00      0.16101468E-01      0.79748877E-02      0.79769050E-02      0.14967533E-03
      0.12700000E+00      0.16361185E-01      0.81037521E-02      0.81057795E-02      0.15165393E-03
      0.12800000E+00      0.16624621E-01      0.82344663E-02      0.82365035E-02      0.15365148E-03
      0.12900000E+00      0.16891841E-01      0.83670631E-02      0.83691100E-02      0.15566821E-03
      0.13000000E+00      0.17162913E-01      0.85015761E-02      0.85036325E-02      0.15770434E-03
      0.13100000E+00      0.17437905E-01      0.86380396E-02      0.86401052E-02      0.15976012E-03
      0.13200000E+00      0.17716887E-01      0.87764886E-02      0.87785631E-02      0.16183577E-03
      0.13300000E+00      0.17999932E-01      0.89169588E-02      0.89190421E-02      0.16393154E-03
      0.13400000E+00      0.18287113E-01      0.90594868E-02      0.90615787E-02      0.16604767E-03
      0.13500000E+00      0.18578504E-01      0.92041100E-02      0.92062102E-02      0.16818440E-03
      0.13600000E+00      0.18874183E-01      0.93508666E-02      0.93529748E-02      0.17034199E-03
      0.13700000E+00      0.19174228E-01      0.94997957E-02      0.95019117E-02      0.17252069E-03
      0.13800000E+00      0.19478719E-01      0.96509372E-02      0.96530608E-02      0.17472076E-03
      0.13900000E+00      0.19787737E-01      0.98043319E-02      0.98064628E-02      0.17694246E-03
      0.14000000E+00      0.20101367E-01      0.99600216E-02      0.99621595E-02      0.17918606E-03
      0.14100000E+00      0.20419694E-01      0.10118049E-01      0.10120194E-01      0.18145183E-03
      0.14200000E+00      0.20742807E-01      0.10278458E-01      0.10280609E-01      0.18374004E-03
      0.14300000E+00      0.21070793E-01      0.10441293E-01      0.10443450E-01      0.18605097E-03
      0.14400000E+00      0.21403746E-01      0.10606599E-01      0.10608762E-01      0.18838491E-03
      0.14500000E+00      0.21741759E-01      0.10774424E-01      0.10776593E-01      0.19074214E-03
      0.14600000E+00      0.22084928E-01      0.10944815E-01      0.10946990E-01      0.19312295E-03
      0.14700000E+00      0.22433351E-01      0.11117822E-01      0.11120001E-01      0.19552765E-03
      0.14800000E+00      0.22787128E-01      0.11293494E-01      0.11295678E-01      0.19795653E-03
      0.14900000E+00      0.23146363E-01      0.11471883E-01      0.11474071E-01      0.20040989E-03
      0.15000000E+00      0.23511161E-01      0.11653040E-01      0.11655233E-01      0.20288806E-03
      0.15100000E+00      0.23881629E-01      0.11837021E-01      0.11839217E-01      0.20539134E-03
      0.15200000E+00      0.24257878E-01      0.12023879E-01      0.12026079E-01      0.20792005E-03
      0.15300000E+00      0.24640020E-01      0.12213671E-01      0.12215874E-01      0.21047453E-03
      0.15400000E+00      0.25028172E-01      0.12406456E-01      0.12408661E-01      0.21305510E-03
      0.15500000E+00      0.25422451E-01      0.12602291E-01      0.12604498E-01      0.21566209E-03
      0.15600000E+00      0.25822979E-01      0.12801237E-01      0.12803447E-01      0.21829586E-03
      0.15700000E+00      0.26229881E-01      0.13003356E-01      0.13005568E-01      0.22095675E-03
      0.15800000E+00      0.26643283E-01      0.13208712E-01      0.13210925E-01      0.22364511E-03
      0.15900000E+00      0.27063315E-01      0.13417370E-01      0.13419584E-01      0.22636129E-03
      0.16000000E+00      0.27490113E-01      0.13629397E-01      0.13631611E-01      0.22910568E-03
      0.16100000E+00      0.27923811E-01      0.13844859E-01      0.13847073E-01      0.23187862E-03
      0.16200000E+00      0.28364551E-01      0.14063829E-01      0.14066042E-01      0.23468051E-03
      0.16300000E+00      0.28812477E-01      0.14286376E-01      0.14288589E-01      0.23751173E-03
      0.16400000E+00      0.29267735E-01      0.14512575E-01      0.14514787E-01      0.24037266E-03
      0.16500000E+00      0.29730478E-01      0.14742502E-01      0.14744712E-01      0.24326370E-03
      0.16600000E+00      0.30200859E-01      0.14976233E-01      0.14978441E-01      0.24618525E-03
      0.16700000E+00      0.30679038E-01      0.15213847E-01      0.15216053E-01      0.24913772E-03
      0.16800000E+00      0.31165178E-01      0.15455427E-01      0.15457629E-01      0.25212153E-03
      0.16900000E+00      0.31659445E-01      0.15701055E-01      0.15703254E-01      0.25513710E-03
      0.17000000E+00      0.32162013E-01      0.15950816E-01      0.15953011E-01      0.25818486E-03
      0.17100000E+00      0.32673055E-01      0.16204800E-01      0.16206990E-01      0.26126525E-03
      0.17200000E+00      0.33192753E-01      0.16463094E-01      0.16465280E-01      0.26437871E-03
      0.17300000E+00      0.33721292E-01      0.16725793E-01      0.16727973E-01      0.26752570E-03
      0.17400000E+00      0.34258862E-01      0.16992991E-01      0.16995165E-01      0.27070667E-03
      0.17500000E+00      0.34805658E-01      0.17264784E-01      0.17266952E-01      0.27392210E-03
      0.17600000E+00      0.35361881E-01      0.17541274E-01      0.17543435E-01      0.27717246E-03
      0.17700000E+00      0.35927736E-01      0.17822563E-01      0.17824716E-01      0.28045824E-03
      0.17800000E+00      0.36503435E-01      0.18108755E-01      0.18110900E-01      0.28377992E-03
      0.17900000E+00      0.37089194E-01      0.18399960E-01      0.18402096E-01      0.28713801E-03
      0.18000000E+00      0.37685235E-01      0.18696288E-01      0.18698414E-01      0.29053303E-03
      0.18100000E+00      0.38291789E-01      0.18997854E-01      0.18999970E-01      0.29396548E-03
      0.18200000E+00      0.38909090E-01      0.19304774E-01      0.19306880E-01      0.29743590E-03
      0.18300000E+00      0.39537379E-01      0.19617170E-01      0.19619264E-01      0.30094483E-03
      0.18400000E+00      0.40176906E-01      0.19935165E-01      0.19937248E-01      0.30449282E-03
      0.18500000E+00      0.40827924E-01      0.20258887E-01      0.20260957E-01      0.30808042E-03
      0.18600000E+00      0.41490697E-01      0.20588466E-01      0.20590523E-01      0.31170819E-03
      0.18700000E+00      0.42165495E-01      0.20924038E-01      0.20926080E-01      0.31537673E-03
      0.18800000E+00      0.42852594E-01      0.21265740E-01      0.21267768E-01      0.31908661E-03
      0.18900000E+00      0.43552280E-01      0.21613715E-01      0.21615727E-01      0.32283843E-03
      0.19000000E+00      0.44264847E-01      0.21968109E-01      0.21970105E-01      0.32663281E-03
      0.19100000E+00      0.44990596E-01      0.22329073E-01      0.22331053E-01      0.33047037E-03
      0.19200000E+00      0.45729837E-01      0.22696762E-01      0.22698724E-01      0.33435173E-03
      0.19300000E+00      0.46482892E-01      0.23071335E-01      0.23073279E-01      0.33827755E-03
      0.19400000E+00      0.47250087E-01      0.23452957E-01      0.23454882E-01      0.34224847E-03
      0.19500000E+00      0.48031763E-01      0.23841797E-01      0.23843701E-01      0.34626517E-03
      0.19600000E+00      0.48828268E-01      0.24238028E-01      0.24239912E-01      0.35032833E-03
      0.19700000E+00      0.49639961E-01      0.24641830E-01      0.24643692E-01      0.35443864E-03
      0.19800000E+00      0.50467211E-01      0.25053388E-01      0.25055227E-01      0.35859681E-03
      0.19900000E+00      0.51310400E-01      0.25472890E-01      0.25474706E-01      0.36280355E-03
      0.20000000E+00      0.52169919E-01      0.25900534E-01      0.25902325E-01      0.36705960E-03
      0.20100000E+00      0.53046174E-01      0.26336521E-01      0.26338287E-01      0.37136571E-03
      0.20200000E+00      0.53939580E-01      0.26781059E-01      0.26782799E-01      0.37572264E-03
      0.20300000E+00      0.54850568E-01      0.27234363E-01      0.27236075E-01      0.38013117E-03
      0.20400000E+00      0.55779581E-01      0.27696653E-01      0.27698336E-01      0.38459208E-03
      0.20500000E+00      0.56727074E-01      0.28168157E-01      0.28169811E-01      0.38910619E-03
      0.20600000E+00      0.57693519E-01      0.28649110E-01      0.28650734E-01      0.39367432E-03
      0.20700000E+00      0.58679401E-01      0.29139756E-01      0.29141348E-01      0.39829730E-03
      0.20800000E+00      0.59685222E-01      0.29640343E-01      0.29641903E-01      0.40297599E-03
      0.20900000E+00      0.60711499E-01      0.30151131E-01      0.30152657E-01      0.40771127E-03
      0.21000000E+00      0.61758765E-01      0.30672385E-01      0.30673877E-01      0.41250401E-03
      0.21100000E+00      0.62827572E-01      0.31204381E-01      0.31205836E-01      0.41735514E-03
      0.21200000E+00      0.63918488E-01      0.31747402E-01      0.31748820E-01      0.42226556E-03
      0.21300000E+00      0.65032100E-01      0.32301742E-01      0.32303122E-01      0.42723624E-03
      0.21400000E+00      0.66169016E-01      0.32867704E-01      0.32869044E-01      0.43226812E-03
      0.21500000E+00      0.67329863E-01      0.33445601E-01      0.33446900E-01      0.43736219E-03
      0.21600000E+00      0.68515287E-01      0.34035755E-01      0.34037012E-01      0.44251946E-03
      0.21700000E+00      0.69725959E-01      0.34638502E-01      0.34639716E-01      0.44774094E-03
      0.21800000E+00      0.70962570E-01      0.35254187E-01      0.35255355E-01      0.45302767E-03
      0.21900000E+00      0.72225836E-01      0.35883167E-01      0.35884289E-01      0.45838073E-03
      0.22000000E+00      0.73516497E-01      0.36525811E-01      0.36526885E-01      0.46380120E-03
      0.22100000E+00      0.74835318E-01      0.37182502E-01      0.37183526E-01      0.46929018E-03
      0.22200000E+00      0.76183091E-01      0.37853635E-01      0.37854608E-01      0.47484881E-03
      0.22300000E+00      0.77560636E-01      0.38539619E-01      0.38540540E-01      0.48047825E-03
      0.22400000E+00      0.78968801E-01      0.39240878E-01      0.39241745E-01      0.48617967E-03
      0.22500000E+00      0.80408465E-01      0.39957850E-01      0.39958661E-01      0.49195429E-03
      0.22600000E+00      0.81880536E-01      0.40690990E-01      0.40691743E-01      0.49780332E-03
      0.22700000E+00      0.83385957E-01      0.41440767E-01      0.41441462E-01      0.50372803E-03
      0.22800000E+00      0.84925704E-01      0.42207670E-01      0.42208304E-01      0.50972971E-03
      0.22900000E+00      0.86500788E-01      0.42992204E-01      0.42992775E-01      0.51580966E-03
      0.23000000E+00      0.88112258E-01      0.43794892E-01      0.43795398E-01      0.52196922E-03
      0.23100000E+00      0.89761201E-01      0.44616276E-01      0.44616716E-01      0.52820976E-03
      0.23200000E+00      0.91448744E-01      0.45456920E-01      0.45457292E-01      0.53453268E-03
      0.23300000E+00      0.93176058E-01      0.46317409E-01      0.46317710E-01      0.54093941E-03
      0.23400000E+00      0.94944354E-01      0.47198347E-01      0.47198576E-01      0.54743142E-03
      0.23500000E+00      0.96754893E-01      0.48100365E-01      0.48100518E-01      0.55401018E-03
      0.23600000E+00      0.98608983E-01      0.49024115E-01      0.49024191E-01      0.56067724E-03
      0.23700000E+00      0.10050798E+00      0.49970275E-01      0.49970272E-01      0.56743415E-03
      0.23800000E+00      0.10245330E+00      0.50939550E-01      0.50939466E-01      0.57428250E-03
      0.23900000E+00      0.10444640E+00      0.51932671E-01      0.51932503E-01      0.58122394E-03
      0.24000000E+00      0.10648881E+00      0.52950401E-01      0.52950146E-01      0.58826012E-03
      0.24100000E+00      0.10858211E+00      0.53993528E-01      0.53993185E-01      0.59539275E-03
      0.24200000E+00      0.11072794E+00      0.55062877E-01      0.55062442E-01      0.60262358E-03
      0.24300000E+00      0.11292803E+00      0.56159302E-01      0.56158774E-01      0.60995439E-03
      0.24400000E+00      0.11518415E+00      0.57283694E-01      0.57283069E-01      0.61738701E-03
      0.24500000E+00      0.11749816E+00      0.58436980E-01      0.58436255E-01      0.62492332E-03
      0.24600000E+00      0.11987199E+00      0.59620124E-01      0.59619298E-01      0.63256522E-03
      0.24700000E+00      0.12230765E+00      0.60834133E-01      0.60833201E-01      0.64031466E-03
      0.24800000E+00      0.12480724E+00      0.62080052E-01      0.62079011E-01      0.64817367E-03
      0.24900000E+00      0.12737294E+00      0.63358973E-01      0.63357821E-01      0.65614428E-03
      0.25000000E+00      0.13000703E+00      0.64672034E-01      0.64670767E-01      0.66422860E-03
      0.25100000E+00      0.13271189E+00      0.66020422E-01      0.66019037E-01      0.67242878E-03
      0.25200000E+00      0.13548999E+00      0.67405374E-01      0.67403867E-01      0.68074702E-03
      0.25300000E+00      0.13834392E+00      0.68828183E-01      0.68826551E-01      0.68918557E-03
      0.25400000E+00      0.14127638E+00      0.70290197E-01      0.70288436E-01      0.69774676E-03
      0.25500000E+00      0.14429019E+00      0.71792824E-01      0.71790931E-01      0.70643293E-03
      0.25600000E+00      0.14738829E+00      0.73337538E-01      0.73335508E-01      0.71524653E-03
      0.25700000E+00      0.15057377E+00      0.74925875E-01      0.74923705E-01      0.72419004E-03
      0.25800000E+00      0.15384984E+00      0.76559445E-01      0.76557130E-01      0.73326600E-03
      0.25900000E+00      0.15721987E+00      0.78239928E-01      0.78237465E-01      0.74247702E-03
      0.26000000E+00      0.16068738E+00      0.79969086E-01      0.79966469E-01      0.75182579E-03
      0.26100000E+00      0.16425606E+00      0.81748762E-01      0.81745987E-01      0.76131503E-03
      0.26200000E+00      0.16792978E+00      0.83580883E-01      0.83577945E-01      0.77094758E-03
      0.26300000E+00      0.17171257E+00      0.85467472E-01      0.85464367E-01      0.78072631E-03
      0.26400000E+00      0.17560867E+00      0.87410648E-01      0.87407370E-01      0.79065419E-03
      0.26500000E+00      0.17962254E+00      0.89412632E-01      0.89409176E-01      0.80073424E-03
      0.26600000E+00      0.18375884E+00      0.91475754E-01      0.91472115E-01      0.81096959E-03
      0.26700000E+00      0.18802245E+00      0.93602459E-01      0.93598632E-01      0.82136343E-03
      0.26800000E+00      0.19241853E+00      0.95795316E-01      0.95791294E-01      0.83191903E-03
      0.26900000E+00      0.19695246E+00      0.98057022E-01      0.98052799E-01      0.84263978E-03
      0.27000000E+00      0.20162992E+00      0.10039041E+00      0.10038598E+00      0.85352912E-03
      0.27100000E+00      0.20645687E+00      0.10279846E+00      0.10279382E+00      0.86459059E-03
      0.27200000E+00      0.21143959E+00      0.10528431E+00      0.10527945E+00      0.87582786E-03
      0.27300000E+00      0.21658468E+00      0.10785126E+00      0.10784617E+00      0.88724465E-03
      0.27400000E+00      0.22189909E+00      0.11050279E+00      0.11049746E+00      0.89884480E-03
      0.27500000E+00      0.22739015E+00      0.11324254E+00      0.11323698E+00      0.91063228E-03
      0.27600000E+00      0.23306558E+00      0.11607439E+00      0.11606858E+00      0.92261113E-03
      0.27700000E+00      0.23893352E+00      0.11900240E+00      0.11899633E+00      0.93478553E-03
      0.27800000E+00      0.24500256E+00      0.12203087E+00      0.12202453E+00      0.94715976E-03
      0.27900000E+00      0.25128179E+00      0.12516433E+00      0.12515772E+00      0.95973822E-03
      0.28000000E+00      0.25778079E+00      0.12840758E+00      0.12840068E+00      0.97252544E-03
      0.28100000E+00      0.26450969E+00      0.13176568E+00      0.13175849E+00      0.98552609E-03
      0.28200000E+00      0.27147921E+00      0.13524398E+00      0.13523649E+00      0.99874495E-03
      0.28300000E+00      0.27870070E+00      0.13884816E+00      0.13884036E+00      0.10121870E-02
      0.28400000E+00      0.28618618E+00      0.14258423E+00      0.14257610E+00      0.10258572E-02
      0.28500000E+00      0.29394837E+00      0.14645854E+00      0.14645007E+00      0.10397608E-02
      0.28600000E+00      0.30200079E+00      0.15047785E+00      0.15046904E+00      0.10539032E-02
      0.28700000E+00      0.31035776E+00      0.15464932E+00      0.15464015E+00      0.10682900E-02
      0.28800000E+00      0.31903450E+00      0.15898056E+00      0.15897101E+00      0.10829268E-02
      0.28900000E+00      0.32804718E+00      0.16347965E+00      0.16346972E+00      0.10978194E-02
      0.29000000E+00      0.33741301E+00      0.16815518E+00      0.16814485E+00      0.11129739E-02
      0.29100000E+00      0.34715028E+00      0.17301631E+00      0.17300557E+00      0.11283966E-02
      0.29200000E+00      0.35727849E+00      0.17807278E+00      0.17806161E+00      0.11440938E-02
      0.29300000E+00      0.36781841E+00      0.18333498E+00      0.18332336E+00      0.11600722E-02
      0.29400000E+00      0.37879221E+00      0.18881398E+00      0.18880190E+00      0.11763384E-02
      0.29500000E+00      0.39022356E+00      0.19452161E+00      0.19450905E+00      0.11928997E-02
      0.29600000E+00      0.40213773E+00      0.20047051E+00      0.20045746E+00      0.12097631E-02
      0.29700000E+00      0.41456177E+00      0.20667420E+00      0.20666063E+00      0.12269362E-02
      0.29800000E+00      0.42752463E+00      0.21314716E+00      0.21313305E+00      0.12444266E-02
      0.29900000E+00      0.44105731E+00      0.21990487E+00      0.21989020E+00      0.12622423E-02
      0.30000000E+00      0.45519308E+00      0.22696397E+00      0.22694872E+00      0.12803915E-02
      0.30100000E+00      0.46996762E+00      0.23434230E+00      0.23432644E+00      0.12988826E-02
      0.30200000E+00      0.48541930E+00      0.24205903E+00      0.24204255E+00      0.13177244E-02
